,graph,node,DebtRank,time_steps,v_j,degree_centrality,betweenness_centrality,eigenvector_centrality,cap_buffer
633,small_world,34,0.00883297688310966,25,0.0012841308282987459,0.013377926421404682,0.06967295908060425,0.002955157457102114,307.6602395644374
634,small_world,128,0.008313362302232912,25,0.005131684655792333,0.013377926421404682,0.004691252721599965,0.0026693237728070453,286.9410484998149
635,small_world,17,0.011444657274240877,22,0.004074417793469664,0.013377926421404682,0.1252497138111378,0.010545699394548476,7.895361824195073
636,small_world,213,0.010498915468071007,24,0.00821804457496643,0.020066889632107024,0.19374424816502436,0.0072915069321080874,207.0144139044616
637,small_world,118,0.011429615322760427,21,0.006379829794523595,0.026755852842809364,0.13275796278422483,0.017791319240074353,1248.4586945819167
638,small_world,18,0.0027412559198428197,34,0.00037647890677310986,0.006688963210702341,0.0,0.0009117865841546201,199.27727110806867
639,small_world,19,0.005382496309698167,33,0.0016212350526181264,0.013377926421404682,0.004691252721599965,0.002335864103120826,323.5498341208606
640,small_world,265,0.01029651927528997,32,0.003491973238313281,0.020066889632107024,0.04091939574869251,0.005072356199989695,1200.1523329884217
641,small_world,20,0.006435812302134355,31,0.0002469220433496338,0.006688963210702341,0.0,0.00011102747145815548,32.24611471057121
642,small_world,21,0.00718607397275592,30,0.00900222559991982,0.020066889632107024,0.03643015869452987,0.00028443617129970624,1609.3242169733333
643,small_world,22,0.00824134995854758,29,0.0034988060309925763,0.013377926421404682,0.04060514915490113,0.0004788845207520546,108.77259884722699
644,small_world,152,0.0075041196224599465,31,0.008589704872514222,0.013377926421404682,0.02747413077147539,0.00013877194953052616,176.55781635943825
645,small_world,23,0.0055480829461714,28,0.0049625771857349085,0.013377926421404682,0.04489237054162645,0.0009423960512889648,826.8407921496622
646,small_world,24,0.007001634549659899,27,0.0013177117532849323,0.013377926421404682,0.04913469955781015,0.001935396568028925,33.20851476049211
647,small_world,211,0.009224136268930119,26,0.0016241131958052225,0.020066889632107024,0.1357881977957846,0.004015807378248854,884.532253595946
648,small_world,25,0.005869818168970361,31,0.0033429975035820497,0.020066889632107024,0.08186123768265584,0.0005982172093296108,36.70985751012223
649,small_world,222,0.005991646162531708,30,0.0032607972525954417,0.020066889632107024,0.08953783304527396,0.000912818967966663,914.9418739793692
650,small_world,92,0.00630977499590538,32,0.003188866713039407,0.020066889632107024,0.07431931943166259,0.0003862166936668713,108.85566786910154
651,small_world,258,0.0035049766368671076,32,0.0011259352009616067,0.006688963210702341,0.0,0.0002335094859107654,935.2579905328809
652,small_world,26,0.005075610335241952,37,0.0006642691521555802,0.013377926421404682,0.004691252721599965,4.7476879020632905e-05,34.46861136561499
653,small_world,229,0.009047822459564194,36,0.002428139791951186,0.020066889632107024,0.027653700253641895,0.00010309659767223677,47.180308312711574
654,small_world,39,0.0020142810811586832,38,0.0017604419612520608,0.006688963210702341,0.0,1.8532234512576792e-05,340.875272775822
655,small_world,27,0.004802918891635971,24,0.0015535531269759897,0.006688963210702341,0.0,2.9565105479523272e-148,7.726762590325881
656,small_world,28,0.004936140535158817,23,0.007692577944721507,0.020066889632107024,0.008776458440887971,7.126059549620569e-148,196.48267011395282
657,small_world,29,0.006156819554335291,22,0.004741687692298721,0.020066889632107024,0.010527260892011402,1.0424766670903405e-147,251.08491660789574
658,small_world,106,0.006057122324640217,24,0.002208255709803713,0.013377926421404682,0.006733855581243967,3.794621152252447e-148,83.8220344330164
659,small_world,187,0.005235354322141186,21,0.003703672651227074,0.013377926421404682,0.011110861709052547,1.3675590959653892e-147,103.25045774598335
660,small_world,138,0.004344092154241656,23,9.569215257468611e-05,0.006688963210702341,0.0,4.325101749129904e-148,573.4323537575484
661,small_world,30,0.00891333016884675,26,0.0025514983072926637,0.013377926421404682,0.10858342124755899,0.009019955160705124,309.5785184374518
662,small_world,238,0.008316762264883353,25,0.007129192927252681,0.020066889632107024,0.11114228636843168,0.01160162328463007,712.7316342083495
663,small_world,71,0.00948456309930328,25,0.0029595064365600444,0.013377926421404682,0.1096496150479226,0.011506184877721232,475.11537583467236
664,small_world,31,0.003169000978548108,31,0.00029203975723818526,0.006688963210702341,0.0,9.475121101425592e-05,227.36379891010944
